title,published_dt,section,source,link,note
Employers' health insurance premiums up 7%: 10 numbers to know,2024-10-10T14:59:35-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/employers-health-insurance-premiums-up-7-10-numbers-to-know,The article discusses health insurance premium costs and trends but does not mention any exit events or closures.
Insurers respond to Hurricane Milton: 5 notes,2024-10-09T21:21:40-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/insurers-respond-to-hurricane-milton-5-notes,The article discusses insurers' responses to a hurricane but does not mention any exit events or closures.
Aetna in the headlines: 10 updates,2024-10-09T15:01:53-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aetna-in-the-headlines-10-updates,The article discusses various updates about Aetna but does not mention any specific exit events or closures.
10 providers seeking payer contracting talent,2024-10-07T18:10:44-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-37,The article lists job openings for healthcare providers and does not mention any exit events or closures.
Judge halts Texas Medicaid shakeup,2024-10-07T15:23:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/judge-halts-texas-medicaid-shakeup,The article discusses a temporary injunction regarding Medicaid contract awards but does not describe any exit events or closures.
UnitedHealth Group in the headlines: 10 updates,2024-10-07T13:51:59-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-updates-8,"The article discusses expansions, lawsuits, and operational changes but does not mention any exit events or closures."
"Medicaid MCOs can do more on maternal health, OIG says: 5 notes",2024-10-04T17:07:19-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-mcos-can-do-more-on-maternal-health-oig-says-5-notes,The article discusses Medicaid policies and network adequacy but does not mention any exit events or closures.
UnitedHealthcare expanding ACA plans to 4 new states,2024-10-04T13:25:02-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealthcare-expanding-aca-plans-to-4-new-states,The article discusses expansions of ACA plans and does not mention any exit events or closures.
Senator promises 'dramatic' Medicare Advantage investigation,2024-10-03T21:39:11-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/senator-promises-dramatic-medicare-advantage-investigation,The article discusses concerns regarding Medicare Advantage plans but does not mention any specific exit events or closures.
Medicaid call center operator pays $11.3M to settle False Claims Act liability,2024-10-03T20:20:42-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-call-center-operator-pays-11-3m-to-settle-false-claims-act-liability,The article discusses a settlement related to false claims but does not mention any exit events or closures.
UnitedHealthcare sues CMS over 1 phone call,2024-10-03T14:32:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealthcare-sues-cms-over-1-phone-call,The article discusses a lawsuit regarding star ratings for Medicare Advantage plans but does not mention any exit events or closures.
Centene expands ACA plans to 60 new counties for 2025,2024-10-02T20:59:34-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/centene-expands-aca-plans-to-60-new-counties-for-2025,The article discusses expansion of ACA plans and does not mention any exit events or closures.
"USP to offer online, interactive access to drug classification system",2024-10-02T19:15:42-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/usp-to-offer-online-interactive-access-to-drug-classification-system-2,The article discusses a drug classification system and does not mention any exit events or closures.
Blue Shield of California's zero-dollar biosimilar strategy: 7 notes,2024-10-02T15:38:11-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/blue-shield-of-californias-zero-dollar-biosimilar-strategy-7-notes,The article discusses pricing strategies and pharmacy benefit management but does not mention any exit events or closures.
New Trial Highlights Cost-Saving Benefits for Payers of Extended-Release Naltrexone for Opioid Use Disorder Treatment,2024-10-01T18:53:06-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/new-trial-highlights-cost-saving-benefits-for-payers-of-extended-release-naltrexone-for-opioid-use-disorder-treatment,The article discusses treatment protocols and cost-saving benefits but does not mention any exit events or closures.
Elevance planning $11.9M Indianapolis expansion: 3 notes,2024-10-01T18:40:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-planning-11-9m-indianapolis-expansion-3-notes,The article discusses a company expansion and job creation without mentioning any exit events or closures.
California fines Anthem plans $8.5M over claims disputes with providers,2024-09-30T21:11:20-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/california-fines-anthem-plans-8-5m-over-claims-disputes-with-providers,The article discusses fines and corrective actions taken by Anthem but does not mention any exit events or closures.
"States with highest, lowest Medicare Advantage premiums | 2025",2024-09-30T20:25:00-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-with-highest-lowest-medicare-advantage-premiums-2025,The article discusses Medicare Advantage premiums but does not mention any exit events or closures.
62 payers participating in CMS' value-based insurance design model in 2025,2024-09-30T14:09:09-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/62-payers-participating-in-cms-value-based-insurance-design-model-in-2025,The article discusses insurers participating in a model but does not mention any exit events or closures.
Most Medicare Advantage beneficiaries don't compare plans: 5 numbers to know,2024-09-27T21:33:15-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/most-medicare-advantage-beneficiaries-dont-compare-plans-5-numbers-to-know,The article discusses Medicare Advantage beneficiaries' plan comparison behavior but does not mention any exit events or closures.
4 Medicare Advantage plans audited for overpayments,2024-09-27T16:37:49-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/4-medicare-advantage-plans-audited-for-overpayments,The article discusses audits and overpayments related to Medicare Advantage plans but does not mention any exit events or closures.
How BCBS Massachusetts built one of the nation's best health plans,2024-09-26T20:26:29-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-bcbs-massachusetts-built-one-of-the-nations-best-health-plans,The article discusses the quality ratings of BCBS Massachusetts and does not mention any exit events or closures.
"OIG audits Humana, Aetna for Medicare Advantage overpayments: 10 things to know",2024-09-26T15:21:35-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/oig-audits-humana-aetna-for-medicare-advantage-overpayments-10-things-to-know,The article discusses audits and overpayments related to Medicare Advantage plans but does not mention any exit events or closures.
Startup Medicare Advantage plan gets $140M,2024-09-25T18:38:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/startup-medicare-advantage-plan-gets-140m,The article discusses a Medicare Advantage plan's funding and growth but does not mention any exit events or closures.
Health systems back Centivo in $75M financing round,2024-09-24T20:57:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/health-systems-back-centivo-in-75m-financing-round,The article discusses investment in a healthcare company and does not mention any exit events or closures.
10 providers seeking payer contracting talent,2024-09-24T20:27:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-36,The article lists providers seeking payer contracting talent but does not mention any exit events or closures.
How Carelon is leveraging data to close gaps in care for breast cancer prevention,2024-09-24T20:16:42-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-carelon-is-leveraging-data-to-close-gaps-in-care-for-breast-cancer-prevention,The article discusses initiatives for breast cancer awareness and preventive care but does not mention any exit events or closures.
The lowest-rated health plans of 2024: NCQA,2024-09-24T16:57:22-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-lowest-rated-health-plans-of-2024-ncqa,The article discusses health plan ratings but does not mention any exit events or closures.
States with largest Medicaid enrollment declines,2024-09-20T15:26:31-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-with-largest-medicaid-enrollment-declines,The article discusses Medicaid enrollment declines but does not mention any specific exit events or closures.
The best-rated commercial health plans in each state: NCQA,2024-09-19T21:47:54-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-best-rated-commercial-health-plans-in-each-state-ncqa,The article discusses health plan ratings without mentioning any exit events or closures.
Former payer exec: Older adults should avoid Medicare Advantage in 2025,2024-09-19T21:04:38-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/former-bcbs-unitedhealth-exec-older-adults-should-avoid-medicare-advantage-in-2025,The article discusses market volatility and potential changes in Medicare Advantage but does not specify any exit events or closures.
States ranked by average monthly ACA subsidy per enrollee,2024-09-19T14:40:55-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-ranked-by-average-monthly-aca-subsidy-per-enrollee,The article discusses average monthly ACA subsidies and does not mention any exit events or closures.
The top-rated managed Medicaid plan in each state: NCQA,2024-09-18T22:04:20-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-top-rated-medicaid-plan-in-each-state-ncqa,The article discusses Medicaid plan ratings without mentioning any exit events or closures.
