article_title,article_published_dt,article_section,article_source,link,event_index,status,provider,payer,market,program,effective_date,states,geography_detail,reason,member_impact,summary,record_type,event_type
Why Centene is disappointed despite winning Medi-Cal contract,2022-08-29T14:00:11-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/why-centene-is-disappointed-despite-winning-medi-cal-contract,1,Planned Exit,,Centene,Medicaid,,,CA,"Los Angeles, Sacramento, Kern counties",Centene did not receive contracts in these counties.,Significant disruption to members and providers.,"Centene is exiting Los Angeles, Sacramento, and Kern counties, which will disrupt services for members and providers. The effective date is not specified, and the company is considering an appeal.",exit,payer_market_exit
"BayCare-Florida Blue contract dispute could leave 215,000 patients out of network",2022-08-26T14:39:37-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/baycare-florida-blue-contract-dispute-could-leave-215-000-patients-out-of-network,1,Planned Exit,BayCare,Florida Blue,Unknown,,,,,Contract dispute between BayCare and Florida Blue.,"215,000 patients could be out of network.","BayCare is in a contract dispute with Florida Blue, which could result in 215,000 patients being out of network. The dispute centers around payment increases requested by BayCare, which Florida Blue claims would significantly raise costs for its members.",exit,provider_payer_exit
"MaineHealth, Anthem BCBS settle $70M dispute, ink 2-year contract",2022-08-18T13:42:25-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/mainehealth-anthem-bcbs-settle-dispute-ink-2-year-contract,1,Planned Exit,MaineHealth,Anthem,,,2023-01-01,ME,,MaineHealth claimed Anthem owed more than $70 million in unpaid claims.,"About 150,000 people with an Anthem plan have made a claim at Maine Medical Center in the past three years.","MaineHealth announced it would leave Anthem’s provider network in January 2023 due to a dispute over unpaid claims. This impacts approximately 150,000 Anthem members who have utilized services at Maine Medical Center.",exit,provider_payer_exit
"MaineHealth, Anthem BCBS settle $70M dispute, ink 2-year contract",2022-08-18T13:42:25-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/mainehealth-anthem-bcbs-settle-dispute-ink-2-year-contract,2,Active Exit,Fore River Urology,Anthem,,,2022-08-01,ME,,,,"Fore River Urology terminated its contract with Anthem effective August 1, 2022.",exit,provider_payer_exit
"MaineHealth, Anthem BCBS settle $70M dispute, ink 2-year contract",2022-08-18T13:42:25-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/mainehealth-anthem-bcbs-settle-dispute-ink-2-year-contract,3,Resolved,Coastal Women’s Healthcare,Anthem,,,2022-06-01,ME,Scarborough,,,Coastal Women’s Healthcare initially planned to drop Anthem in August 2022 but reached a contract agreement in June 2022.,exit,provider_payer_exit
"OU Health, UnitedHealthcare reach contract agreement",2022-08-15T16:44:23-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/ou-health-unitedhealthcare-reach-contract-agreement,1,Resolved,OU Health,UnitedHealthcare,Unknown,,2022-05-01,OK,,Disagreement over reimbursement rates,Patients can continue to receive services like cancer treatment or comprehensive children’s care.,OU Health went out of network with UnitedHealthcare on May 1 due to a disagreement over reimbursement rates. An agreement was reached on August 13 to reinstate services and process out-of-network claims as in-network.,exit,provider_payer_exit
MaineHealth swaps Anthem for Aetna to administer employee health plan,2022-08-05T18:30:26-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/mainehealth-swaps-anthem-for-aetna-to-administer-employee-health-plan,1,Planned Exit,Maine Medical Center,Anthem,,,2023-01-01,ME,,More than $70 million in unpaid claims over the past three years.,,Maine Medical Center will exit the Anthem network in January 2023 due to over $70 million in unpaid claims over the past three years.,exit,provider_payer_exit
Why BCBS Mississippi is suing 3 hospital execs for defamation,2022-08-04T15:15:28-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/why-bcbs-mississippi-is-suing-3-hospital-execs-for-defamation,1,Active Exit,University of Mississippi Medical Center,Blue Cross and Blue Shield of Mississippi,Commercial,,2022-04-01,MS,,No deal was reached for higher reimbursement rates.,Tens of thousands of patients across the state have been left with little to no access to covered care.,"The University of Mississippi Medical Center has been forced out of its network with Blue Cross and Blue Shield of Mississippi as of April 1, 2022, due to a failure to reach an agreement on reimbursement rates. This has resulted in tens of thousands of patients losing access to covered care in Mississippi.",exit,provider_payer_exit
"Cigna, Ascension Health Alabama agree on new contract",2022-08-03T19:24:08-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/cigna-ascension-health-alabama-agree-on-new-contract,1,Planned Exit,Ascension Health Alabama,Cigna,,,2022-08-13,,,Ascension Health Alabama was seeking a deal and threatened to leave Cigna’s network if an agreement was not reached.,,Ascension Health Alabama planned to exit Cigna's network on August 13 if a new contract was not agreed upon. The provider accused Cigna of offering excessively low rates.,exit,provider_payer_exit
Anthem 'optimistic' it can close deal with Maine hospital before new year,2022-08-02T18:04:57-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/anthem-optimistic-it-can-close-deal-with-maine-hospital-before-new-year,1,Planned Exit,Maine Medical Center,Anthem,,,2023-01-01,ME,,Anthem owes the provider more than $70 million in unpaid claims.,,"Maine Medical Center plans to leave Anthem’s provider network effective January 1, 2023, due to unpaid claims. Anthem has accused the provider of overcharging, particularly for medications.",exit,provider_payer_exit
"BCBS, U of of Mississippi Medical Center dispute: A timeline",2022-08-01T16:59:26-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-u-of-of-mississippi-medical-center-dispute-a-timeline,1,Active Exit,University of Mississippi Medical Center,BCBS of Mississippi,Multiple,,2022-04-01,MS,,The medical center and BCBS of Mississippi were unable to agree on a new contract.,"More than 50,000 patients with a qualifying BCBS plan received care at the medical center facility.","On April 1, 2022, BCBS of Mississippi dropped the University of Mississippi Medical Center’s hospitals, clinics, and physicians from its network after failing to agree on a new contract. This decision impacts over 50,000 patients who have received care at the facility.",exit,provider_payer_exit
BCBS Mississippi sues UMMC execs for alleged defamation following messy contract break,2022-07-29T15:58:51-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-mississippi-sues-ummc-execs-for-alleged-defamation-following-messy-contract-break,1,Active Exit,UMMC,BCBSMS,Unknown,,2022-04-01,MS,,UMMC voluntarily terminated its contract with BCBSMS.,"Patients are being turned away during the dispute, raising concerns about access to care.","UMMC voluntarily terminated its contract with BCBSMS, resulting in the provider being out of network as of April 1, 2022. This has led to concerns about access to care for patients, as UMMC is the state's only safety-net hospital.",exit,provider_payer_exit
"U of Mississippi hospital is breaking law in BCBS dispute, state insurance chief says",2022-07-27T18:02:37-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/u-of-mississippi-hospital-is-breaking-law-in-bcbs-dispute-state-insurance-chief-says,1,Active Exit,University of Mississippi Medical Center,Blue Cross & Blue Shield of Mississippi,Unknown,,2022-04-01,MS,,The hospital has been out of network with the payer.,Patients have been turned away from receiving care.,"The University of Mississippi Medical Center has been out of network with Blue Cross & Blue Shield of Mississippi since April 1, 2022. This has led to multiple patient complaints as they are being turned away from receiving care at the hospital.",exit,provider_payer_exit
BCBS of Nebraska returning to ACA marketplace next year,2022-07-25T16:12:04-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-of-nebraska-returning-to-aca-marketplace-next-year,1,Resolved,,Blue Cross Blue Shield of Nebraska,ACA,,,NE,,"Political and regulatory uncertainty, along with changing rules.",Losses of $140 million over three years.,Blue Cross Blue Shield of Nebraska exited the ACA marketplace due to instability and significant losses. The company has since resolved most concerns and is returning to the marketplace for 2023.,exit,payer_market_exit
Empire BCBS pulls out of Medicare Advantage Plus plan for New York City retirees,2022-07-20T16:57:21-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/empire-bcbs-pulls-out-of-medicare-advantage-plus-plan-for-new-york-city-retirees,1,Active Exit,,Empire BlueCross BlueShield,Medicare Advantage,,,NY,New York City,Empire BlueCross BlueShield is unable to participate in offering the NYC Medicare Advantage Plus Plan due to uncertainty regarding the benefit plans.,,Empire BlueCross BlueShield has announced it will not participate in the NYC Medicare Advantage Plus Plan for retirees due to uncertainty about the benefit plans. The exit is effective immediately as no start date was provided.,exit,payer_market_exit
"Central Maine Healthcare, Anthem reach new deal",2022-07-15T14:27:45-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/central-maine-healthcare-anthem-reach-new-deal,1,Planned Exit,Maine Medical Center,Anthem,Unknown,,2023-01-01,ME,,,,Maine Medical Center is leaving Anthem’s provider network in January 2023.,exit,provider_payer_exit
"Central Maine Healthcare, Anthem reach new deal",2022-07-15T14:27:45-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/central-maine-healthcare-anthem-reach-new-deal,2,Planned Exit,Fore River Urology,Anthem,Unknown,,2022-08-01,ME,,,,"Fore River Urology is terminating its contract with Anthem in two phases beginning August 1, 2022.",exit,provider_payer_exit
"Central Maine Healthcare, Anthem reach new deal",2022-07-15T14:27:45-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/central-maine-healthcare-anthem-reach-new-deal,3,Planned Exit,Coastal Women’s Healthcare,Anthem,Unknown,,,ME,,,,"Coastal Women’s Healthcare announced plans to drop Anthem, but later agreed on a new contract.",exit,provider_payer_exit
"Adventist, Anthem Blue Cross deadlocked as contract deadline looms",2022-07-14T21:44:53-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/adventist-anthem-blue-cross-deadlocked-as-contract-deadline-looms,1,Planned Exit,Adventist Health,Anthem Blue Cross,Commercial,,,CA,,Contract negotiations have stalled due to payment rates.,Members may need to seek care from other providers if the contract is not renewed.,"Adventist Health is in negotiations with Anthem Blue Cross regarding contract terms. They have expressed concerns over low payment rates impacting their ability to provide quality care. If an agreement is not reached before the contract expires, members may need to find alternative providers.",exit,provider_payer_exit
Mississippi to review BCBS' network adequacy amid contract fallout with UMMC,2022-07-05T19:57:04-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/mississippi-to-review-bcbs-network-adequacy-amid-contract-fallout-with-ummc,1,Active Exit,UMMC,BCBS,Unknown,,2022-04-01,MS,Jackson,Contract renegotiations over reimbursement rates,Consumers impacted by the dispute,"UMMC went out of network with BCBS on April 1, 2022, due to ongoing contract renegotiations over reimbursement rates. This has raised concerns about network adequacy and access to care for consumers in Jackson, Mississippi.",exit,provider_payer_exit
