title,published_dt,sources,sections,urls
The best-rated Medicare Advantage plans in each state: NCQA,2025-09-17T11:47:00-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/rankings-ratings/top-performing-ma-plans-by-state-ncqas-2025-ratings
Elevance Health sues former executive over noncompete deal,2025-09-17T10:23:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/legal/elevance-health-sues-former-executive-over-noncompete-deal
The best-rated Medicare Advantage plans in 2025: NCQA,2025-09-17T07:25:00-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/rankings-ratings/the-best-rated-medicare-advantage-plans-in-2025-ncqa
Wisconsin payer scaling back ACA offerings in 2026,2025-09-16T17:25:19-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/wisconsin-payer-scaling-back-aca-offerings-in-2026
The best-rated Medicaid plans of 2025: NCQA,2025-09-16T13:07:00-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/rankings-ratings/the-best-rated-medicaid-plans-of-2025-ncqa
Hospital group pushes Aetna to repeal inpatient reimbursement policy,2025-09-16T10:02:32-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/hospital-group-pushes-aetna-to-repeal-inpatient-reimbursement-policy
How AI could advance personalized drug coverage,2025-09-15T16:59:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-ai-could-advance-personalized-drug-coverage
California hits Medicare Advantage payer with cease-and-desist,2025-09-15T16:00:00-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/california-hits-medicare-advantage-payer-with-cease-and-desist
Reliance on Big 3 PBMs is shrinking: Survey,2025-09-15T12:57:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/research-analysis/reliance-on-big-3-pbms-is-shrinking-survey
7 US health payers among world's best companies: Time,2025-09-15T10:09:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/rankings-ratings/7-us-health-payers-among-worlds-best-companies-time
UnitedHealth seeking influence with Trump administration: Report,2025-09-15T10:07:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-seeking-influence-with-trump-administration-report
Improving transparency through real-time payer-provider connections,2025-09-15T08:00:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/improving-transparency-through-real-time-payer-provider-connections
"House resolution takes aim at Medicare prior authorization, AI use",2025-09-12T12:29:13-05:00,Beckers Payer,"payer, policy_updates",https://www.beckerspayer.com/policy-updates/house-resolution-takes-aim-at-medicare-prior-authorization-ai-use
8% of Americans uninsured in 2024: Census Bureau,2025-09-12T09:39:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/research-analysis/8-of-americans-uninsured-in-2024-census-bureau
Arizona hits unauthorized insurer with cease-and-desist order,2025-09-11T16:25:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/legal/arizona-hits-unauthorized-insurer-with-cease-and-desist-order
HCSC to offer MA plans in 30 states,2025-09-11T11:22:11-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/hcsc-to-offer-ma-plans-in-30-states
The forces driving 2026 health insurance price hike forecasts,2025-09-11T10:48:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-forces-driving-2026-health-insurance-price-hike-forecasts
New Hampshire official warns Medicare Advantage market is 'collapsing',2025-09-11T09:53:29-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/new-hampshire-official-warns-medicare-advantage-market-is-collapsing
Magellan Health names chief medical officer,2025-09-11T09:00:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/executive-moves/magellan-health-names-chief-medical-officer
"No link found between growing MA enrollment, hospitals' profit margins: Report",2025-09-10T16:37:18-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/no-link-found-between-growing-ma-enrollment-hospitals-profit-margins-report
"450,000 New Yorkers risk losing health coverage in wake of $7.5B federal funding cut",2025-09-10T16:10:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/450000-new-yorkers-risk-losing-health-coverage-in-wake-of-7-5b-federal-funding-cut
Judge denies UnitedHealth’s bid to limit discovery in AI coverage denial case,2025-09-10T15:52:51-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/judge-denies-unitedhealths-bid-to-limit-discovery-in-ai-coverage-denial-case
CVS Caremark to pay Oklahoma $32M over alleged underpayments,2025-09-10T10:08:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/legal/cvs-caremark-to-pay-oklahoma-32m-over-alleged-underpayments
"UnitedHealth, Elevance reverse course on Colorado ACA pullback",2025-09-10T09:58:05-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/unitedhealth-elevance-reverse-course-on-colorado-aca-pullback
How Point32Health achieved 99% satisfaction with behavioral healthcare,2025-09-10T09:52:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-point32health-achieved-99-satisfaction-with-behavioral-healthcare
SCAN continues to expand PACE business amid regulatory hurdles,2025-09-09T16:57:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/scan-continues-to-expand-pace-business-amid-regulatory-hurdles
CMS pauses MA supplemental benefit notification rule,2025-09-09T15:25:17-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/cms-pauses-ma-supplemental-benefit-notification-rule
Delaware insurance official questions GLP-1s as major cost driver,2025-09-09T11:57:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/delaware-insurance-official-questions-glp-1s-as-major-cost-driver
UnitedHealthcare expects most Medicare Advantage members to be in 4+ star plans in 2026,2025-09-09T10:19:24-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/unitedhealthcare-expects-most-medicare-advantage-members-to-be-in-4-star-plans-in-2026
BCBS Minnesota taps 2 top execs,2025-09-09T09:50:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/executive-moves/bcbs-minnesota-taps-2-execs
Idaho drops weight loss drug coverage for state employees,2025-09-08T15:44:12-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/idaho-drops-weight-loss-drug-coverage-for-state-employees
"Aetna, Optum to pay over $8M to settle 'dummy code' lawsuit",2025-09-08T09:11:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/legal/aetna-optum-to-pay-over-8m-to-settle-dummy-code-lawsuit
Hospitals aren't the only ones stepping back from Medicare Advantage,2025-09-05T15:28:45-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/hospitals-arent-the-only-ones-breaking-with-medicare-advantage
"Elevance among latest insurers to pull back on Medicare Advantage, 150,000 affected",2025-09-05T10:15:08-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/elevance-among-latest-insurers-to-pull-back-on-medicare-advantage-150000-affected
GOP lawmakers file bill to extend enhanced ACA subsidies,2025-09-05T09:45:59-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/gop-lawmakers-file-bill-to-extend-enhanced-aca-subsidies
CMS' Medicare Advantage audit expansion hits a snag,2025-09-05T09:13:43-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/cms-medicare-advantage-audit-expansion-hits-a-snag
Massachusetts 1st to require insurers cover vaccines beyond CDC recommendations,2025-09-04T16:31:42-05:00,Beckers Payer,"payer, policy_updates",https://www.beckerspayer.com/policy-updates/massachusetts-1st-to-require-insurers-cover-vaccines-beyond-cdc-recommendations
"UCare to exit Medicare Advantage market in 2026, lay off employees",2025-09-04T15:47:53-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/ucare-to-exit-medicare-advantage-market-in-2026
Lawmakers probe CVS Health over patient data use in Louisiana,2025-09-04T15:33:30-05:00,Beckers Payer,"payer, policy_updates",https://www.beckerspayer.com/policy-updates/lawmakers-probe-cvs-health-over-patient-data-use-in-louisiana
Oregon payer to exit Medicare Advantage market,2025-09-04T14:12:19-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/oregon-payer-to-exit-medicare-advantage-market
CareOregon taps McKinsey amid financial woes,2025-09-04T13:54:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/careoregon-taps-mckinsey-amid-financial-woes
Employers brace for steepest health benefit cost increase in 15 years: Survey,2025-09-04T10:19:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/employers-brace-for-steepest-health-benefit-cost-increase-in-15-years-survey
Medicare Advantage risk adjustment 'a failing system': Report,2025-09-03T17:59:41-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/medicare-advantage-risk-adjustment-a-failing-system-report
Reimagining Provider Contract Management with AI,2025-09-03T10:40:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/reimagining-provider-contract-management-with-ai
Aledade ACOs saved Medicare over $1B in 2024,2025-09-03T10:07:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aledade-acos-saved-medicare-over-1b-in-2024
SCAN expanding into Washington state,2025-09-03T09:33:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/scan-expanding-into-washington-state
BCBS Wyoming entering the Medicare Advantage market,2025-09-03T09:29:35-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/bcbs-wyoming-entering-the-medicare-advantage-market
UnitedHealthcare grows gold card program,2025-09-03T09:24:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-grows-gold-card-program
Medicare ACOs saved $2.4B in 2024,2025-09-02T09:21:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-acos-saved-2-4b-in-2024
Cigna invests $3.5B in former Walgreens specialty pharmacy subsidiary,2025-09-02T08:36:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-invests-3-5b-in-former-walgreens-specialty-pharmacy-subsidiary
Medicare Advantage plans keep senior care costs down in California: UCLA study,2025-08-29T12:18:54-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/medicare-advantage-plans-keep-senior-care-costs-down-in-california-ucla
UnitedHealth Group in the headlines: 12 updates,2025-08-29T10:24:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-12-updates-8
No Surprises dispute process has cost $5B since 2022: Study,2025-08-28T09:48:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/no-surprises-dispute-process-has-cost-5b-since-2022-study
5 Massachusetts insurers to return $75M in rebates to members,2025-08-26T16:56:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-massachusetts-insurers-to-return-75m-in-rebates-to-members
UnitedHealth criminal probe goes beyond Medicare: Report,2025-08-26T16:36:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-criminal-probe-goes-beyond-medicare-report
'We're looking at long-term success': Select Health's CEO shares 3 pillars of Medicare Advantage strategy in 2026,2025-08-25T16:47:27-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/were-looking-at-long-term-success-select-healths-ceo-shares-3-pillars-of-medicare-advantage-strategy-in-2026
Colorado lawmakers move to offset rising ACA premiums,2025-08-25T16:29:37-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/payer/aca/colorado-lawmakers-move-to-offset-rising-aca-premiums
The overlooked alliance that’s improving Medicaid medication adherence,2025-08-25T15:11:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-overlooked-alliance-thats-improving-medicaid-medication-adherence
Vermont regulator rejects payers' proposed rate increases,2025-08-25T10:08:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/vermont-regulator-rejects-payers-proposed-rate-increases
Judge pauses parts of new ACA 'integrity' rule,2025-08-25T09:27:23-05:00,Beckers Payer,"payer, aca",https://www.beckerspayer.com/legal/judge-pauses-parts-of-new-aca-integrity-rule
'Desire for innovation': Inside Oscar's first-of-its-kind ICHRA plan with Hy-Vee,2025-08-22T10:08:49-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oscar-partners-with-grocer-hy-vee-on-joint-health-plan
Humana sets quarterly dividend,2025-08-22T08:35:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-sets-quarterly-dividend-5
"As federal lawmakers sell UnitedHealth stock, Warren Buffet swoops in",2025-08-21T16:34:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/as-federal-lawmakers-sell-unitedhealth-stock-warren-buffet-swoops-in
Elevance expands food as medicine services with community health centers partnership,2025-08-21T09:16:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/elevance-expands-food-as-medicine-services-with-community-health-centers-partnership
"UnitedHealth, Elevance scaling back ACA offerings in Colorado",2025-08-21T09:14:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-elevance-scaling-back-aca-offerings-in-colorado
Elevance loses Medicare Advantage star ratings challenge,2025-08-20T09:23:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/elevance-loses-medicare-advantage-star-rating-challenge
Georgia payer placed into receivership amid insolvency,2025-08-19T17:10:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/georgia-payer-placed-into-receivership-amid-insolvency
Lowest-rated Medicare Advantage plans for member satisfaction in 2025: J.D. Power,2025-08-19T16:55:35-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/lowest-rated-medicare-advantage-plans-for-member-satisfaction-in-2025-j-d-power
CMS launches noncitizen Medicaid enrollment 'oversight initiative',2025-08-19T14:29:20-05:00,Beckers Payer,"payer, medicaid",https://www.beckerspayer.com/payer/medicaid/cms-launches-medicaid-enrollment-oversight-initiative
Top Medicare Advantage plans for member satisfaction in 2025: J.D. Power,2025-08-19T09:47:32-05:00,Beckers Payer,"payer, medicare_advantage",https://www.beckerspayer.com/payer/medicare-advantage/top-medicare-advantage-plans-for-member-satisfaction-in-2025-j-d-power
All Anthem plans in California achieve NCQA Health Equity accreditation,2025-08-18T13:48:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/all-anthem-plans-in-california-achieve-ncqa-health-equity-accreditation
